"Actionid","nextactiondate","comments","priorityid","result","taskreminderid","bittypeID","Snooze","SnoozeTime","SetReminder","Dismiss","PercentageID","userid","AssignedTo","Complete","PFLearnProgramID","CourseScheduleID","description","ReminderDate","RecurringActionID","Number","SubTaskGroup"
"324","2014-11-10 00:00:00","RESOLUTION 3 -  TO RATIFY PRIOR ACTS OF OFFICERS AND DIRECTORS 

1.	Pertaining to the issue of Sally Pearson's behavior towards the Chairman (John Siddall) in accusing him of tampering with the files of the LRA (Lonehill Residents Association)

2.	To the issue of Sally Pearson's self-appointment as a Director of the LRA on 1st March 2014.

3.	To the issue of IF Sally Pearson was a Director of the LRA - Accepted by most of the Directors through her resignation (AS DIRECTOR) and de facto (in practice, in effect, in fact, in reality) then she had incorrectly billed the Association (for services rendered in March 2014), as none of the Directors receive any direct remuneration for time rendered to the organisation.  

WHEREAS, all actions by the officers and Directors from date to date have been duly presented to the board, at board meetings duly called and assembled, be it; RESOLVED that the Directors of (Lonehill Residents Association) hereby adopt the following resolution.

1.	Sally Pearson agreed to make an apology to the Chairman (John Siddall) - which she did verbally in front of the board - but also committed to also doing so in writing to John Siddall.  Both of these were agreed to by the Chairman (John Siddall)

2.	By the nature of the acceptance of Sally Pearson's resignation by most members of the board as circulated by John Siddall, it seems to be accepted that the majority of the board have accepted her resignation from the board ""as such"". In other words her resignation is accepted as a deo Facto issue that she was in fact serving as a board member.

3.	Based on the above and the timing of the advice to the Chairman (late February 2014) that Sally Pearson would be billing for services rendered through March and then her immediate self-appointment on 1st March 2014, it is believed that any funds received should be returned to the Lonehill Residents Association as it is policy that Directors are NOT REMUNERATED for services rendered during March","5870","THE ABOVE RESOLUTION HAS NOT BEEN APPROVED OR PASSED BY THE BOARD - STILL UNDER DISCUSSION. LH TO SUBMIT HER RECOMMEDATIONS / COMMENTS REGARDING CHANGES.","144","6664","","","0","","0","379","387","No","","","","","","7",""
"325","2014-11-10 00:00:00","Security:
JS presented his feedback to the Board on the meeting held with Fidelity.  
","5872","","144","6666","","","0","","100","379","382","Yes","","","","","","8",""
"326","2014-11-10 00:00:00","KT noted that she is happy to authorize any additional expenditure to market the CCTV / Fiber Optic campaign.  From advertising / promotions on our own mediums (Facebook / Website / Newsletter) to additional campaigns via the press, etc.  Marketing Committee to formulate marketing / promotional plan.","5870","","144","6664","","","0","","0","379","384","No","","","","","","9",""
"327","2014-11-10 00:00:00","It was agreed not to notify / advise the community of the CCTV / Fiber Optic plans until such time as we have a concrete plan / firm details in place, etc. as well as approvals from City Power.","5870","","144","6666","","","0","","0","379","384","No","","","","","","10",""
"328","2014-11-10 00:00:00","DF proposed working through the SAPS Major General to try and get his help in pushing approvals through City Power as he indicated that there are plans to roll out CCTV in Gauteng. Linked databases to SAPS to share information.

JS to send letter to DF requesting assistance through the CPF.
","5870","","144","6664","","","0","","0","379","382","No","","","","","","11",""
"329","2014-11-10 00:00:00","Marketing and Communication:
Facebook - competition:  The Facebook page has been ""boosted"" over the past week by JS which has increased our page likes by almost 50%.  Facebook promotion to be launched into September to promote a positive image and traffic to the page and interaction from the community.  AKE to forward the proposal to the Board and Marketing committee.
","5871","","144","6664","","","0","","0","379","394","No","","","","","","12",""
"330","2014-11-10 00:00:00","Lonehill Brochure:  AKE / JS / KB / SM / KLB to meet to formulate a plan to sell advertising space and to identify potential advertisers.  SM to approach Chris Otter; KB to approach Century 21.  Brainstorming session to be held on 25/08/2014.  AKE to send out meeting request.
It was suggested that the Brochure be sold at events to recover costs.
","5871","","144","6664","","","0","","0","379","394","No","","","","","","13",""
"331","2014-11-10 00:00:00","Lonehill Brochure:  AKE / JS / KB / SM / KLB to meet to formulate a plan to sell advertising space and to identify potential advertisers.  SM to approach Chris Otter; KB to approach Century 21.  Brainstorming session to be held on 25/08/2014.  AKE to send out meeting request.
It was suggested that the Brochure be sold at events to recover costs.

JS to determine the column cm size per ad and the related costs.
","5871","","144","6664","","","0","","0","379","382","No","","","","","","14",""
"332","2014-11-10 00:00:00","New Telephone System:  AKE/GT/RS met with SwitchTel to look at a cost effective system to incorporate LRA / Fidelity / Control Room and SLA.  ","5870","","144","6664","","","0","","0","379","389","No","","","","","","15",""
"333","2014-11-10 00:00:00","New Telephone System:  AKE/GT/RS met with SwitchTel to look at a cost effective system to incorporate LRA / Fidelity / Control Room and SLA.  

Broadvision have presented draft 1 of their proposal.  Final proposals and summary to be presented by AKE at the next Board Meeting.","5870","","144","6664","","","0","","0","379","394","No","","","","","","16",""
"334","2014-11-10 00:00:00","Revamping of Notice Boards:  current notice boards to be painted black; white reflective magnetic letting has been proposed as this will be more visible to motorists.  JS estimated the cost of new letters at between R1500 - R2000.  KLB to source quotes from Printout Solutions.  ","5870","","144","6664","","","0","","100","379","379","Yes","","","","","","17",""
"335","2014-11-10 00:00:00","Forthcoming Events:  14 September - Rock in the Park.  R50k sponsorship needed to fund the event.  Century 21 have committed to print and sponsor 10 x banners and 5000 flyers, reducing the cost by R9000.  Event to be discussed at the meeting with the Marketing Committee on 25/08.","5872","","144","6666","","","0","","100","379","384","Yes","","","","","","18",""
"336","2014-11-10 00:00:00","Survey:  to assess the demographics of Lonehill.  The LRA need to establish the demographic profile of our residents as there has been a definite shift in attendance at events.  The survey needs to be launched and the feedback given at the next Public Feedback Meeting.
Board members to each submit suggestions / questions to JS / AKE.  Need to clearly identify what we want to get out of the survey - no use in asking questions of no relevance to the LRA.  

JS has estimated the cost for the survey to be around R5000.00.  

Will the LRA offer a prize to respondents of the survey?
","5870","","144","6666","","","0","","100","379","382","Yes","","","","","","19",""
"337","2014-11-10 00:00:00","Medical:
31 medical responses for the month to date.  

SLA agreement still not concluded with Logan Pather.  JL to review Logan's proposed changes.
","5870","","144","6664","","","0","","100","380","380","Yes","","","","","","20",""
"338","2014-11-10 00:00:00","Finance and Administration:

JL proposed that KT temporarily take over Sally's token so she has authority to release payments.  No need to apply for a new token - can transfer ownership.  KT was also authorized as a signatory on the cheque book.  Board agreed.
","5870","","144","6664","","","0","","100","379","380","Yes","","","","","","21",""
"339","2014-11-10 00:00:00","JL presented the Management Accounts to the Board as circulated in the Board Pack.
Net Surplus for July R234k
Year to Date Surplus R513k
Net Surplus May to July has been adjusted for unusual / large items.
EnviroFund is steadily declining however there was a marginal increase in July.
Security contracts are down by 6 contracts, 3 of these being stand-alone houses.
","5872","","144","6666","","","0","","100","379","380","Yes","","","","","","22",""
"340","2014-11-10 00:00:00","There is an urgent need for Management to address the declining sales figures with Jesse.","5870","","144","6664","","","0","","0","379","394","No","","","","","","23",""
"341","2014-11-10 00:00:00","Jesse van Graan has submitted a proposal to the LRA to sponsor his 3 month Diploma course which will enable him to study an MBA.  AKE to draft a contract stipulating the terms and conditions of the sponsorship which are subject to him achieving certain targets as set out by Management.  Management need to readdress Jesse's function within the LRA / Fidelity - to be discussed with Malcolm Stephens.

AKE to get Jesse to draft his own job description highlighting where his strengths and weaknesses lie. 

AKE / JS to report back to the Board at the next Board Meeting.
","5870","","144","6664","","","0","","0","379","394","No","","","","","","24",""
"342","2014-11-10 00:00:00","General:
RS submitted a proposal to the Board to sponsor Maq Dlodlo studies to obtain his Bachelor's Degree at UNISA.  The Board was in full agreement so support RS's proposal.  LRA will commit to a one year sponsorship and will then review each year thereafter going forward.  DF to approach the CPF to source additional sponsors.
","5870","","144","6664","","","0","","0","379","389","No","","","","","","25",""
"343","2014-11-10 00:00:00","General:
RS submitted a proposal to the Board to sponsor Maq Dlodlo studies to obtain his Bachelor's Degree at UNISA.  The Board was in full agreement so support RS's proposal.  LRA will commit to a one year sponsorship and will then review each year thereafter going forward.  

DF to approach the CPF to source additional sponsors.
","5870","","144","6664","","","0","","0","379","385","No","","","","","","26",""
"344","2014-11-10 00:00:00","RS submitted his proposal to invite Jackie Cuffley to join the LRA Board.  It was discussed and agreed that the Board will wait for the AGM as nominations for the Board will be submitted then.","5870","Jackie Cuffley was nominated to the LRA Board at the Annual General Meeting.","144","6664","","","0","","100","379","389","Yes","","","","","","27",""
"345","2014-11-10 00:00:00","Resolutions:
The Board were in agreement that Resolution 3 discussed at the previous Board Meeting is re-written and finalised as it is imperative that this Resolution be correct.  JS made the necessary changes to Resolution 3 after discussions with the Board.  All Board members present were in agreement with the final Resolution drafted - JS to circulate to the Board for signature.","5870","","145","6664","","","0","","0","379","382","No","","","","","","1",""
"346","2014-11-10 00:00:00","KLB to collate for the Minute book","5870","","145","6664","","","0","","100","379","394","Yes","","","","","","2",""
"347","2014-11-10 00:00:00","JS is of the opinion that SP should refund the money that she earned while she was a Director of the LRA.  KT/HMB/LH have submitted their views on the matter in writing to JS and are of the opinion that the matter was resolved at the last meeting.
HMB felt there were two issues, the first being that questionable/sloppy administration of the LRA Board and poor judgement of behalf of the Chairman and not corporate governance.  The matter is whether SP was a Director or not-   again slack administration in not ensuring the correct policies / procedures were followed after SP's appointment as a Director.  The delay in the appointment of a Manager resulted in a the necessity of a hand-over period, SP felt that during this time she needed to remunerated and indicated this in an email to the Chairman.  The Chairman agreed to SP being remunerated.  The second issue was what is underlying all of this and it is a question of leadership between the Chairman and the Manager and the Chairman and a Director. The Director had the grace to step down and remove herself from the situation. 
RS felt that SP's remuneration during her appointment as a Director while handing over to the Manager was an informal arrangement and it was accepted.  RS felt that the LRA cannot go back 6 months later and try and recover the money from SP. This would result in litigation and cost to the LRA of substantial legal fees and put the association in a poor light.
KB felt that a letter needs to be sent to SP addressing the issue at hand; he felt that SP needed to be made aware of the consequences.  
HMB advised KB that the LRA cannot accuse SP of wrongly earning a salary while being a Director of the LRA as she stated clearly that she will be billing for her time during the handover period.  
","5870","","145","6666","","","0","","0","379","382","No","","","","","","3",""
"348","2014-11-10 00:00:00","KB - a letter needs to be sent to SP advising her of the net outcome of the discussions of the Board with regards to her earning a salary while being a Director of the LRA.  HMB pointed out that remuneration of Directors is not a law but an unwritten policy.   
JS amended point 3 of the Resolution with the input of the Directors.  

HMB to draft the letter to SP, KB to e-mail the details / content outline of the letter to HMB.  
","5870","","145","6664","","","0","","0","379","388","No","","","","","","4",""
"349","2014-11-10 00:00:00","Another separate Resolution is to be drafted by JL with regards to Directors not being remunerated by the LRA unless otherwise approved by the Board, in writing, in advance.  

JL to draft the Resolution and to circulate to the Board for comment / approval.","5870","","145","6664","","","0","","100","380","380","Yes","","","","","","5",""
"350","2014-11-10 00:00:00","AKE/JL to revisit and review the Standard Operating Procedures of the LRA.  JL to prepare any changes to be signed off by AKE","5870","","145","6664","","","0","","0","379","394","No","","","","","","6",""
"351","2014-11-10 00:00:00","Review and adoption of the Minutes dated 19 August 2014:  minutes were duly approved by JS and signed for the minute book.","5870","","145","6664","","","0","","100","379","382","Yes","","","","","","7",""
"352","2014-11-10 00:00:00","Security:
RS presented the security report to the Board.  17 incidents in total including 1 x vehicle theft and 4 x attempted vehicle thefts in Lonehill and Pineslopes shopping centers.
Brian Smith (Fidelity) has agreed to a 50/50 split with the LRA on the increase in Timothy Makondo's salary.  The Board was in agreement with Timothy's increase and supported the Fidelity / LRA split - effective 01 October 2014.  However it is to be made clear to Fidelity in writing that should there be any change to the Management structure, the costs will be reviewed.  The LRA reserves the right to have the cost reviewed at any given time.  It must also be made clear that this is not a precedent that is being set; this is the absolute last time that the LRA will entertain such requests.  

JS to draft the letter to be forwarded to JL for review.
","5870","","145","6664","","","0","","0","379","382","No","","","","","","8",""
"353","2014-11-10 00:00:00","Marketing and Communication:
Revising newsletter advertising and LRA website:  KLB to follow up with GT on the proposal submitted by GJ.
KLB to obtain 3 comparative quotes for the newsletter / website design based on expectations and requirements.
The new design needs to be an evolution of the current design.
Proposals need to include specifications; timeframe; costs, etc.  KLB to submit a brief / wish list to suppliers.
","5870","","145","6664","","","0","","60","379","394","No","","","","","","9",""
"354","2014-11-10 00:00:00","LRA Marketing / Estate Agents brochure:  sales of strip ads are going nicely.  KLB to remind AKE/SM etc. on their target list to sell the outside and inside back covers.  JL mentioned that staff was upset about the earning of commission for selling strip ads by KLB as they were not able to sell as they were office based.  This was discussed by the Board and it was agreed that commission earned is payable to the person who makes the sale or generates the lead.  No commission will be split amongst staff.  AKE to circulate a Memo to all staff in this respect.  ","5870","","145","6664","","","0","","60","379","394","No","","","","","","10",""
"355","2014-11-10 00:00:00","Rock in the Park:  we have budgeted for a potential deficit on the event due to the lack of sponsorship; however there is a possible recovery by the gate takings on the day.

World Animal Day - 4th October:  KB to follow up on incorporating this event with the park run.
","5870","","145","6664","","","0","","100","379","384","Yes","","","","","","11",""
"356","2014-11-10 00:00:00","Status of new Telephone system:  RS presented to the Board on the IT requirements of the LRA.  
Neotel fiber is currently being installed which will address the current internet / e-mail problem.  This system can be expanded.
VOIP Telephony System - all the current PABX systems are to be consolidated onto a single PABX.  All inbound and outbound lines will be appropriately provided to ensure redundancy.  With VOIP the current numbers can be retained.  GT and RS to investigate different VOIP systems and proposals.  Need to ensure that a 3-year licensing cost is included in the final cost.
All quotes / designs need to be submitted at the next Board meeting.
RS/GT to send a list of things to do, including specs, etc. to assist them in obtaining quote to JS.
Quotes to be received for the following:
To move the server room from the Control Room to the existing Marketing storeroom; VOIP system; IT upgrade and the Electrical Compliance certificate for the LRA building.
","5870","","145","6664","","","0","","0","379","389","No","","","","","","12",""
"357","2014-11-10 00:00:00","Survey to Lonehill residents:
JS to circulate the Survey to all Directors for comment.  The survey is to be launched ASAP.  Prizes were discussed for respondents of the survey at it was agreed that the following will be offered:
""	5 x 3-month free security subscriptions to the LRA.  If the winner does not have an alarm system / armed response then the prize will be forfeited alternatively a discount will be offered on the installation of an alarm system.  Discount structure / terms and conditions to be finalized - JL
""	5 x R1000.00 gift vouchers from Digital Experience in Fourways Cross - AKE / JS to source
","5870","","145","6664","","","0","","0","379","382","No","","","","","","13",""
"358","2014-11-10 00:00:00","Survey to Lonehill residents:
JS to circulate the Survey to all Directors for comment.  The survey is to be launched ASAP.  Prizes were discussed for respondents of the survey at it was agreed that the following will be offered:

* 5 x 3-month free security subscriptions to the LRA.  If the winner does not have an alarm system / armed response then the prize will be forfeited alternatively a discount will be offered on the installation of an alarm system.  Discount structure / terms and conditions to be finalized - JL

* 5 x R1000.00 gift vouchers from Digital Experience in Fourways Cross - AKE / JS to source
","5870","","145","6664","","","0","","0","380","382","No","","","","","","14",""
"359","2014-11-10 00:00:00","Financial Administration:
JS gave feedback to the Board on his meeting held with ABSA. He is expecting a saving of R80k p/a
","5871","","145","6666","","","0","","100","379","382","Yes","","","","","","15",""
"360","2014-11-10 00:00:00","JL presented the Management Accounts as circulated to the Board.
Net profit R195k for August
Year to date profit R676k
Thornbush has cancelled as at end September 2014 and Mykonos have obtained alternate quotes and are likely to cancel soon.  
AKE to establish whether Mykonos will still expect armed response to private households subscribed to the LRA.
AKE to draft a 1-page document to the Managing Agents / Body Corporate of Mykonos outlining the additional extras you get from being subscribed to Fidelity such as the additional roaming guards, onsite management, dedicated control room, etc.  Also need to compare Fidelity's offering to other security service provides.  Lenti to forward the details to JS & AKE for immediate action.
Technical installation continues to do well in terms of turnover.  
","5870","","145","6664","","","0","","0","379","394","No","","","","","","16",""
"361","2014-11-10 00:00:00","General:
Any points to be included by JS in the AGM presentation are to be e-mailed through by Monday, 15 September.
","5870","","145","6664","","","0","","100","379","394","Yes","","","","","","17",""
"362","2014-11-10 00:00:00","Review and adoption of Minutes 10-09-2014:
The Minutes were duly approved by the Board as a true and accurate reflection of the meeting and signed by KB.
","5870","","146","6666","","","0","","100","379","384","Yes","","","","","","1",""
"363","2014-11-10 00:00:00","Welcome new Board Member - Jackie Cuffley:
KB and the Board welcomed JC to the Board.  All documentation has been signed and officiated.

It was agreed by all present to amend the Resolutions re Directors Emoluments and the Resolution regarding the remunerations for Mrs S Pearson.
","5870","","146","6666","","","0","","100","379","384","Yes","","","","","","2",""
"364","2014-11-10 00:00:00","Security:
RS presented the crime stats for the period.
1st two weeks in September were incident free; 14 incidents were reported in the second half of the month.
","5870","","146","6666","","","0","","100","379","389","Yes","","","","","","3",""
"365","2014-11-10 00:00:00","DF to obtain further details surrounding the incident at 16 Villa La Tana from the CPF and forward to RS.  
DF has approached Maq Dlodlo to see whether Lonehill Upper East can fall into the Sector 4 area.  DF to follow up and report back at to RS and AKE.
DF to send details of Constable DJ Kau to JC.  Constable Kau is the contact person at JMPD to contact when illegal dumping takes place along Main Road.  JC to forward the details to Lenti and the Ops Managers in the Control Room.
","5871","","146","6664","","","0","","0","379","385","No","","","","","","4",""
"366","2014-11-10 00:00:00","DF to push investigation by SAPS to establish similarities between the recent house robberies in Lonehill.  Try and coordinate info between SAPS / Fidelity and other security companies in the area.","5870","","146","6664","","","0","","0","379","385","No","","","","","","5",""
"367","2014-11-10 00:00:00","RS advised the Board that Mykonos were cancelling their guarding contract as at the end of October and were moving to a company called ""Thompsons"".  The reason the move was primarily based on price as Thompsons were seen to be offering better value for money.  
RS noted that this was the second contract lost since our recent price increase and a proposal was put forward by DF to revisit our current pricing structure as Fidelity / LRA is known to be more expensive than other security operators in the area.  
","5870","","146","6666","","","0","","100","379","389","Yes","","","","","","6",""
"368","2014-11-10 00:00:00","AKE - need to establish a plan of action on how the LRA can prevent any future loss of contracts / clients.  Entire pricing structure needs to be investigated.  It is common knowledge that the LRA mark-up on top of the Fidelity price (currently 14%) makes us uncompetitive in the market.","5870","","146","6664","","","0","","0","379","394","No","","","","","","7",""
"369","2014-11-10 00:00:00","RS is still receiving complaints from residents in Notten Village about the free guard and cone placement in Sugnet Lane.  RS stressed that 
this guard / cone closure be removed.  AKE to contact the residents in Notten Road who have complained to explain that the guard and cones at Sugnet Lane have been removed and the reasoning for the original placement. ","5870","","146","6664","","","0","","0","379","394","No","","","","","","8",""
"370","2014-11-10 00:00:00","RS is still receiving complaints from residents in Notten Village about the free guard and cone placement in Sugnet Lane.  RS stressed that 
this guard / cone closure be removed.  AKE to contact the residents in Notten Road who have complained to explain that the guard and cones at Sugnet Lane have been removed and the reasoning for the original placement. 
GT to forward the details to AKE of those residents who have complained","5870","","146","6664","","","0","","0","379","391","No","","","","","","9",""
"371","2014-11-10 00:00:00","Jesse to make contact with each resident in Sugnet Lane by letter advising them that the guard was placed for a limited period only at no charge, if the residents wanted to continue with a  permanent placement they would need to fund the cost.  ","5870","","146","6664","","","0","","95","379","394","No","","","","","","10",""
"372","2014-11-10 00:00:00","AKE - need to setup call reports on Fusion as a matter of urgency","5870","","146","6664","","","0","","0","379","394","No","","","","","","11",""
"373","2014-11-10 00:00:00","AKE / JL to define Jesse's role in the company, need to set objectives that are measureable and attainable.  AKE and JL are busy on an incentive structure and setting realistic targets for Jesse.  JL has requested more time from the Board to complete this.  ","5870","","146","6664","","","0","","60","379","394","No","","","","","","12",""
"374","2014-11-10 00:00:00","KB to assist in compiling effective sales tools to help Jesse in the sales process.","5870","","146","6664","","","0","","0","379","384","No","","","","","","13",""
"375","2014-11-10 00:00:00","All Board members to give collective solutions / suggestions to KB and AKE on how to increase / improve sales.","5871","","146","5803","","","0","","0","379","382","No","","","","","","14",""
"376","2014-11-10 00:00:00","RS provided feedback to the Board on the Fibre to the Home network and upgrades.","5870","","146","6664","","","0","","0","379","389","No","","","","","","15",""
"377","2014-11-10 00:00:00","Fusion:
AKE updated the Board on the current status of the Fusion database.  A new account manager has been appointed to the LRA.  Training was given to staff and new problems, over and above the existing problems have been identified.  The new account manager has taken note of all the problems and has undertaken to resolve these at no additional cost to the LRA.  AKE to implement a ""plan of action"" with the new account manager, outlining our expectations.  
","5870","","146","6664","","","0","","100","379","394","Yes","","","","","","16",""
"378","2014-11-10 00:00:00","JL presented the quote from Fusion to upgrade our existing website and e-newsletter, orginal quote was R17,7k reduced to R12.4k, but JL to negotiate further with Fusion to reduce the training portion.  The Board approved the expenditure at R12.4k. and if JL will endeavor to secure a further discount.","5870","","146","6664","","","0","","100","379","394","Yes","","","","","","17",""
"379","2014-11-10 00:00:00","Marketing and Communication:
LRA Brochure:
13 x strip ads have been sold - about 10 more can still be sold.
AKE has sent a proposal to Century 21
Shelley Miller is supposed to approach Crawford - AKE to follow up.
","5870","","146","5803","","","0","","80","379","394","No","","","","","","18",""
"380","2014-11-10 00:00:00","Survey to Lonehill residents:
AKE has asked Grant Joyce for feedback on how the survey is performing, etc. and is still awaiting feedback.
As a rule going forward, anything that is to be printed / made available to the public online is to be proof read and approved by the Board and the Marketing Committee.  The survey was not checked for accuracy by anyone, resulting in numerous grammar, spelling and content errors.  
","5870","","146","6664","","","0","","100","379","394","Yes","","","","","","19",""
"381","2014-11-10 00:00:00","Rock in the Park:  proceeds from the Rock in the Park were used to purchase bicycle racks for the park.  AKE / KLB to take photos once installed and have an article in the newsletter and on Facebook.","5871","","146","6664","","","0","","80","379","379","No","","","","","","20",""
"382","2014-11-10 00:00:00","Finance and Administration:

JL presented the Management Accounts as circulated to the Board.
Actual Profit for the period:  R105 988.00
Drop in profits as a result of:
Scooter Repairs of R16 980.00
Water arrears of R23 861.00
Drop in technical sales of R15 000.00
Accounting fees over budget:  R12 000.00

With effect from 1 -14th October an additional 6 guards for the Christmas period have been employed at a cost of approx. R30K for 2 weeks.  Before this is extended an urgent meeting is to be held with FSS to confirm that they will be paying 50% as per 2013.  

The Fidelity BAT vehicles were made available over the weekends last year to offer additional support to Lonehill - confirm if this will happen again at the meeting.  JL to mail the 2013 additional guarding cost to RS.

Technical installations were down 35% over average sales as Jesse was on leave
 
EMR for September decreased substantially as residents cancelled as they had moved out of Lonehill, etc.  Reasons for cancellation were addressed and confirmed by KLB.
","5871","","146","6664","","","0","","100","379","380","Yes","","","","","","21",""
"383","2014-11-10 00:00:00","Environment:
DF and John Mendelsohn met with Joburg Property Company to discuss the option of renting the vacant land in Beverley with the purpose of establishing a park and the maintenance thereof.  An application to tender would go out as part of normal processes and procedures.  The LRA would submit a proposal.  DF to keep the Board updated as to the progress.
","5871","","146","6664","","","0","","0","379","385","No","","","","","","22",""
"384","2014-11-10 00:00:00","DF said there is a need for the LRA to identify what services it offers to paying subscribers.  There is a need to change the current perception of the function / duties of the LRA.  Once established this needs to be published on the website / Facebook and newsletter.  Input is required from all Directors - please forward your thoughts to KLB.  ","5871","","146","6664","","","0","","0","379","382","No","","","","","","23",""
"385","2014-11-10 00:00:00","DF is concerned about the Estate Manager, in particular the functions and duties he performs.  DF has asked Doug to send him a list of what he does on a typical day - he is still waiting for this information.

JL / AKE to investigate outsourcing the current garden service function and retaining 2 permanent staff to assist at functions, etc.  Doug will then manage the garden service company and will have more focus on municipal liaison with JMPD / JRA / City Council, etc.
","5870","","146","6664","","","0","","60","379","394","No","","","","","","24",""
"386","2014-11-10 00:00:00","Limits of Authority:

AKE proposed that JL be given a Limit of Spending Authority of R10 000.00.  Approved by the Board.

With nothing further to discuss the meeting was adjourned at 20:00
","5872","","146","6666","","","0","","100","379","380","Yes","","","","","","25",""
"387","2014-11-18 00:00:00","Review and adoption of Minutes 08 October 2014
The Minutes were duly approved by the Board as a true and accurate reflection of the meeting and signed by KB.
","5872","","147","6666","","","0","","100","379","382","Yes","","","","","","1",""
"388","2014-11-20 00:00:00","Security:
RS presented the security stats for October which was deemed a relatively successful month. 8 incidents in total were reported.  
DF raised this issue of complaints pertaining to loud music / noise emanating from the Oasis in Beverley being received by residents in Beverley.  He advised the Board of a recent incident where a party was being held at the venue and SAPS were called to the scene as the noise level was totally unacceptable.  The LRA needs to enforce the rule that any establishment playing loud music / serving alcohol after 2:00am needs to be reported to SAPS.  LH advised John Mendelsohn that she was not willing to work on complaints received about The Oasis on her own as she felt that it was the responsibility of the Ward Counsellor to deal with such matters.  LH will continue to work on this issue with the co-operation of the ward counselor.  John Mendelsohn will take responsibility for noise pollution / contravention of by-laws in Beverley / Lonehill.  
","5871","","147","6666","","","0","","0","379","387","No","","","","","","2",""
"389","2014-11-20 00:00:00","LH to forward copies of all affidavits received pertaining to The Oasis to DF and AKE.","5870","","147","6664","","","0","","0","379","387","No","","","","","","3",""
"390","2015-02-18 00:00:00","AKE to keep all copies of all affidavits / complaints relating to The Oasis to build a case file.  
It was agreed that this is a council issue and as such must be dealt with by the ward councilor.  
","5871","","147","5803","","","0","","0","379","394","No","","","","","","4",""
"391","2014-11-28 00:00:00","DF will follow up with John Mendelsohn on a regular basis to establish feedback on the Oasis. DF to also send copies of affidavits and complaints to Cameron McKenzie.
DF to give the board any feedback at the next meeting.
JS has tasked DF to take immediate action and to get results ASAP.
DF to follow up with Lenti as to why Fidelity did not respond to his request for assistance at The Oasis.
","5870","","147","6664","","","0","","0","379","385","No","","","","","","5",""
"392","2014-11-18 00:00:00","Election of Chairman:
LH raised a number of issues pertaining to JS not complying with Corporate Governance at the recent AGM.  In particular reference was made to the nomination and appointment of JS and JC to the LRA Board.  LH advised the Board that this election was not done in accordance with our MOI.  LH stated that statutory requirements need to be adhered to in order to protect the LRA.  At the AGM members were not given the opportunity to object to any nominations / appointments including the reappointment of Clive Dryden as the companies' auditor.  
","5870","","147","6666","","","0","","0","379","382","No","","","","","","6",""
"393","2015-02-02 00:00:00","It was the recommendation of HMB that the LRA not perpetuate the error.  The Board were all in agreement that it was not in the best interest of the LRA to hold another AGM however all future AGM's must be run by the Chairman (or his appointed representative) according to the MOI and relative Corporate Governance requirements.
It was suggested that ballot papers be issued for voting on the election of Board Members.  KT advised the Board that this is done where there is a surplus number of Directors up for nomination.
","5870","","147","6664","","","0","","0","379","382","No","","","","","","7",""
"394","2014-11-18 00:00:00","Round Robin Decisions:
All decisions requiring a round robin approval need to be made in writing via e-mail to the Board.  For the decision to be accepted, written responses must be received from the majority of the Board.  Emails need to be clear indicating the Board Members understanding of the content of the mail and indicating a FOR or AGAINST vote.  AKE to summarize the responses in a return e-mail to the Board on the decision made and passed.  AKE needs to monitor the responses received and from whom.  It is the responsibility of AKE to collate and report back to the Board.  
Where a mandate is given by the Board, in advance to negotiate up to a certain amount, no round robin is needed.
Where no mandate has been given, and a negotiation takes place between a Director / Manger and a 3rd party, a round robin approval will be required.  The results of which will then be reported back by AKE at the next Board Meeting.
","5870","","147","6664","","","0","","0","379","394","No","","","","","","8",""
"395","2015-02-02 00:00:00","Presentation of Facts:
In future, any Board Member doing an investigation into a service offering, etc. must present a summary and a statement of facts as well as recommendations and suggestions of which service provider they would suggest using.  A call for approval will then be made by the Board or a request for further information.  This will save a great deal of everyone's time at the meetings.  Approval will then either be granted or denied and if granted the project can go ahead. 
","5870","","147","6666","","","0","","100","379","385","Yes","","","","","","9",""
"396","2015-02-02 00:00:00","Presentation of Facts:
In future, any Board Member doing an investigation into a service offering, etc. must present a summary and a statement of facts as well as recommendations and suggestions of which service provider they would suggest using.  A call for approval will then be made by the Board or a request for further information.  This will save a great deal of everyone's time at the meetings.  Approval will then either be granted or denied and if granted the project can go ahead. 
","5870","","147","6666","","","0","","0","379","391","No","","","","","","10",""
"397","2015-02-02 00:00:00","Presentation of Facts:
In future, any Board Member doing an investigation into a service offering, etc. must present a summary and a statement of facts as well as recommendations and suggestions of which service provider they would suggest using.  A call for approval will then be made by the Board or a request for further information.  This will save a great deal of everyone's time at the meetings.  Approval will then either be granted or denied and if granted the project can go ahead. 
","5870","","147","6666","","","0","","100","379","382","Yes","","","","","","11",""
"398","2015-02-02 00:00:00","Presentation of Facts:
In future, any Board Member doing an investigation into a service offering, etc. must present a summary and a statement of facts as well as recommendations and suggestions of which service provider they would suggest using.  A call for approval will then be made by the Board or a request for further information.  This will save a great deal of everyone's time at the meetings.  Approval will then either be granted or denied and if granted the project can go ahead. 
","5870","","147","6666","","","0","","100","379","384","Yes","","","","","","12",""
